id,question,gold,n_entities,n_entities_present,all_entities_present,substring_covered,context_chars
acb9940c0bdd11eba7f7acde48001122,What is the cause of death of director of film Destination: Dewsbury?,Parkinson's disease,3,2,False,False,41422
7f7046d308f711ebbdaaac1f6bf848b6,Who was born first out of Aivar Kuusmaa and Andy Summers?,Andy Summers,4,4,True,True,37540
7d84cc78086411ebbd5eac1f6bf848b6,"Which film has the director born first, A.P.E.X. or Quax In Africa?",Quax In Africa,6,4,False,True,37194
6352d6c208d111ebbd95ac1f6bf848b6,"Which film was released more recently, Bollywood Dream or Pretty Persuasion?",Bollywood Dream,4,4,True,True,38831
095c87880bdd11eba7f7acde48001122,Which country Al-Mu'Tasim's father is from?,Abbasid Caliphate,3,3,True,True,38653
a4f725e5088c11ebbd6fac1f6bf848b6,"Which film was released more recently, Shravana Banthu or Hitler'S Folly?",Hitler'S Folly,4,4,True,True,38492
bec5cebe0bdc11eba7f7acde48001122,Where did the director of film That Nazty Nuisance die?,"Orlando, Florida",3,3,True,True,38946
13476e200bdd11eba7f7acde48001122,What is the place of birth of the director of film The Blue And White Lion?,Berlin,3,3,True,True,39969
1d77753308bf11ebbd8aac1f6bf848b6,Are Geneviève Pettersen and Edward Peghin from the same country?,yes,4,4,True,True,40887
fe2dd4b20bdb11eba7f7acde48001122,Who is the spouse of the director of film The Glass Boat?,Käthe von Nagy,3,2,False,False,38593
3b1002a40bde11eba7f7acde48001122,"What is the date of death of Edward Wingfield, 2Nd Viscount Powerscourt's father?",21 October 1751,3,3,True,True,36746
ee702173086311ebbd5eac1f6bf848b6,"Which film has the director who was born earlier, Pod Banderą Miłości or World In My Corner?",Pod Banderą Miłości,6,5,False,True,41976
d58ede7c086e11ebbd62ac1f6bf848b6,"Which film has the director who was born first, The Parson And The Outlaw or The Black Marble?",The Parson And The Outlaw,7,4,False,True,41945
482773fc0baf11ebab90acde48001122,Who is Robert Vere Buxton's paternal grandfather?,"Sir Edward Buxton, 2nd Baronet",3,3,True,True,35652
f1a794f20bdc11eba7f7acde48001122,What nationality is Lamprocles's father?,Athenian,3,2,False,False,36985
88cc034008c211ebbd8cac1f6bf848b6,Are the directors of both films The Knockout Kid and One Nine Nine Four from the same country?,no,6,6,True,True,40604
421d07aa0bb011ebab90acde48001122,Who is Marianus V Of Arborea's mother?,Eleanor of Arborea,3,3,True,True,41612
1194abf60bb011ebab90acde48001122,Who is Eberhard Of Limburg's paternal grandfather?,Johann of Limburg,3,3,True,True,37252
f7bae9100bdd11eba7f7acde48001122,Where did Elisa Godínez Gómez De Batista's husband die?,Marbella,3,3,True,True,38011
98f734a60bdd11eba7f7acde48001122,Where was the place of death of Amaury De Montfort (Died 1241)'s father?,Toulouse,3,3,True,True,35908
4ccfe12d08b811ebbd88ac1f6bf848b6,"Which film has the director born earlier, Mummy & Me or Gideon And Samson: Great Leaders Of The Bible?",Gideon And Samson: Great Leaders Of The Bible,6,6,True,True,38460
828b1390093511ebbdaeac1f6bf848b6,"Which film was released more recently, Behind Locked Doors or Crossing Delancey?",Crossing Delancey,4,4,True,True,42312
2319739c0bde11eba7f7acde48001122,"What is the date of birth of John I, Duke Of Brunswick-Grubenhagen's mother?",1264,3,2,False,False,38771
50e4a65c0bde11eba7f7acde48001122,Where was the performer of song B Boy (Song) detained?,State Correctional Institution – Chester,3,3,True,True,40479
c4dffdf00bdd11eba7f7acde48001122,Which country the director of film Hardcase (1972 Film) is from?,Argentinian,3,2,False,False,37370
fcd3ff500baf11ebab90acde48001122,Who is Teriimaevarua Iii's paternal grandmother?,Pōmare IV,3,2,False,False,37314
19041a7f08e111ebbda2ac1f6bf848b6,"Who is younger, Halcón Suriano Jr. or Pierre De Geyter?",Halcón Suriano Jr.,4,4,True,True,38450
0c24f02e08c711ebbd91ac1f6bf848b6,"Which film was released first, The Tender Years or Range War?",Range War,4,4,True,True,41613
405c82e8094711ebbdaeac1f6bf848b6,"Which film was released first, Moonnam Pakkam or Tribute To The Teachers?",Tribute To The Teachers,4,4,True,True,39338
a457e11c0bdb11eba7f7acde48001122,Who is the mother of the director of film Atomised (Film)?,Gisela Elsner,3,3,True,True,38458
16b4c9fe0bdd11eba7f7acde48001122,What is the place of birth of the director of film Under The Cards?,Carcassonne,3,3,True,True,37844
752f84c60bdb11eba7f7acde48001122,Where did Hasan Ibn Hasan's father die?,Medina,3,3,True,True,35379
84d024380bdd11eba7f7acde48001122,Where was the place of death of the director of film Never The Twain (Film)?,"Hamburg, Germany",3,3,True,True,39912
b73268780bdd11eba7f7acde48001122,What nationality is the director of film A Kiss On The Nose?,Greek,3,3,True,True,39250
b4f937fa08cf11ebbd95ac1f6bf848b6,"Which film has the director died earlier, They Who Dare or False Pretenses?",They Who Dare,6,2,False,True,39345
08776469088b11ebbd6fac1f6bf848b6,"Which film was released earlier, Karla'S World or Dharti?",Dharti,4,4,True,True,35957
367ea308088211ebbd6dac1f6bf848b6,"Which film has the director died later, Calling Philo Vance or The Witch'S Curse?",The Witch'S Curse,7,7,True,True,40532
43c910980bde11eba7f7acde48001122,When is Prince Raphael Rainer Of Thurn And Taxis's mother's birthday?,6 July 1870,3,2,False,False,38635
3d4662300bb011ebab90acde48001122,Who is the maternal grandmother of Eleanor Of Brittany (Abbess)?,Eleanor of Provence,3,3,True,True,39651
c213141e08e411ebbda4ac1f6bf848b6,"Which film was released earlier, Flash Gordon Conquers The Universe or Siti Noerbaja?",Flash Gordon Conquers The Universe,4,4,True,True,40410
611ddbf80bdc11eba7f7acde48001122,What nationality is the director of film Two For Texas?,Australia,3,3,True,True,38981
e15d99380bdd11eba7f7acde48001122,Where did the director of film Dancing In The Rain (Film) die?,Ljubljana,3,2,False,False,39465
f998c58c091b11ebbdaeac1f6bf848b6,"Are both movies, Naked Tango and Algiers (Film), from the same country?",yes,3,3,True,False,40969
d759ab480bdd11eba7f7acde48001122,Where was the place of death of Aleksandr Aleksandrovich Bibikov's father?,Bugulma,3,3,True,True,43037
38c774800bdb11eba7f7acde48001122,"Where was the place of death of the director of film Tabitha, Stand Up?",Berlin,3,3,True,True,39921
74df4c060bde11eba7f7acde48001122,What nationality is the director of film A Dog'S Purpose (Film)?,Swedish,3,3,True,True,40031
3805416e0bde11eba7f7acde48001122,Where was the director of film The Ape (2005 Film) born?,Palo Alto,3,3,True,True,43700
632fcc82085611ebbd59ac1f6bf848b6,Was Angus Wagner or Juan Carlos Falcón born first?,Juan Carlos Falcón,4,4,True,True,37222
005238da0bde11eba7f7acde48001122,Which country the composer of song Cry Over Me is from?,American,3,3,True,True,39929
753f68d40bde11eba7f7acde48001122,What is the place of birth of Archduchess Maria Immakulata Of Austria's mother?,Naples,3,3,True,True,42135
8b9faa26089b11ebbd78ac1f6bf848b6,"Which film whose director is younger, Becoming Dick or Nude On The Moon?",Becoming Dick,6,5,False,True,40169
0f97e1f3096f11ebbdb0ac1f6bf848b6,"Which film came out earlier, Two Brides And A Baby or Dinner At The Ritz?",Dinner At The Ritz,4,4,True,True,42544
272062fc088c11ebbd6fac1f6bf848b6,"Which film has the director who is older than the other, The Inside Man (Film) or Dog'S Heart? ",Dog'S Heart,7,6,False,True,38162
4aa59d960bde11eba7f7acde48001122,Which country the director of film Sarah Silverman: Jesus Is Magic is from?,United States,3,3,True,True,40875
f7ff22da089011ebbd72ac1f6bf848b6,"Who lived longer, Louis Ncamiso Ndlovu or Raymond Balze?",Raymond Balze,6,6,True,True,39292
776002d4090a11ebbdadac1f6bf848b6,"Which film was released earlier, Jazz Boat or Her Husband'S Trademark?",Her Husband'S Trademark,4,4,True,True,39776
84c5154a0bdb11eba7f7acde48001122,What nationality is the performer of song Mimi (Song)?,French,3,3,True,True,42158
b942cafc08c411ebbd8eac1f6bf848b6,"Which film has the director who was born later, Complete Unknown or Dr. Goldfoot And The Girl Bombs?",Complete Unknown,6,4,False,True,43417
f20ae8a80bdd11eba7f7acde48001122,Where does Louisa Charlotte Tyndall's husband work at?,Royal Institution,3,3,True,True,40139
375e7e4408c611ebbd90ac1f6bf848b6,"Which film has the director born later, Way...Way Out or The Biggest Show On Earth?",Way...Way Out,7,6,False,True,38897
fc631640089711ebbd77ac1f6bf848b6,"Who was born later, Burhan Atak or Pepe Hern?",Pepe Hern,4,4,True,True,37265
a8a18e800bdb11eba7f7acde48001122,Where did the composer of film Kadal (1968 Film) die?,Lakshadweep,3,3,True,True,39532
904d037508ab11ebbd82ac1f6bf848b6,"Are both St. Mary'S School, Patiala and Apeejay Education Society located in the same country?",yes,3,3,True,False,41502
a41c3c8808bc11ebbd89ac1f6bf848b6,"Who was born earlier, Ola Stunes Isene or Ruby Helder?",Ruby Helder,4,4,True,True,37666
3e5ca16a0bd911eba7f7acde48001122,What is the date of death of the performer of song Goodbye Pork Pie Hat?,"January 5, 1979",3,3,True,True,42478
897bcb4a0bb011ebab90acde48001122,Who is Jan Iii Of Oświęcim's paternal grandfather?,Jan I the Scholastic,3,3,True,True,35755
73755d740bd911eba7f7acde48001122,What is the date of death of Fujiwara No Junshi's father?,31 July 989,3,3,True,True,36381
0ce9a92008ed11ebbda7ac1f6bf848b6,"Did the movies Inside The Room and Crude Set Drama, originate from the same country?",yes,3,3,True,True,41298
10b8d7940baf11ebab90acde48001122,Who is Edith Of Wessex's mother-in-law?,Emma,3,3,True,True,38425
7d55f0e008d411ebbd96ac1f6bf848b6,Are both Cunaú River and Rio Verde (Mato Grosso Do Sul) located in the same country?,yes,3,3,True,False,36972
31e34c220bde11eba7f7acde48001122,Where was the wife of Adam Włodek born?,Kórnik,3,3,True,True,37031
3ac032da0baf11ebab90acde48001122,Who is the father-in-law of Từ Dụ?,Minh Mạng,3,3,True,True,36985
cbbcad9a08d511ebbd98ac1f6bf848b6,"Which film has the director died later, Darkened Rooms or Future Zone?",Future Zone,6,4,False,True,40321
a8f4816708ad11ebbd83ac1f6bf848b6,"Who lived longer, Bernhard Afinger or Melvin Kranzberg?",Melvin Kranzberg,6,6,True,True,39614
86ea0e1e0bb011ebab90acde48001122,Who is the father-in-law of Ermengarde Of Hesbaye?,Charlemagne,3,2,False,False,36163
a0027b6e087e11ebbd6bac1f6bf848b6,"Which film has the director born earlier, Comedy! or Ven Mi Corazón Te Llama?",Ven Mi Corazón Te Llama,6,5,False,True,37712
896795760bb011ebab90acde48001122,Who is Tlilpotoncatzin's uncle?,Chimalpopoca,3,3,True,True,35568
6854217908a011ebbd78ac1f6bf848b6,"Which film came out earlier, Marriage Blue or 4 Minute Mile?",Marriage Blue,4,4,True,True,42213
b74ad1d208f511ebbdaaac1f6bf848b6,Was Jamie Curry or Alyaksey Vasilewski born first?,Alyaksey Vasilewski,4,4,True,True,36875
5bdd3aec087d11ebbd6aac1f6bf848b6,"Which film whose director was born first, Return To Return To Nuke 'Em High Aka Volume 2 or Zameen (2003 Film)?",Return To Return To Nuke 'Em High Aka Volume 2,6,5,False,True,39996
e7d5fd3708c811ebbd92ac1f6bf848b6,Are Carl Wijk and Anders Lindstedt from the same country?,yes,3,3,True,False,38066
ac1b9ee108b911ebbd88ac1f6bf848b6,"Who was born later, Lisbeth Cathrine Amalie Rose or Princess Raiyah Bint Hussein?",Princess Raiyah Bint Hussein,4,4,True,True,36690
5df2969e0baf11ebab90acde48001122,Who is Frederick Dickens's father?,John Dickens,3,3,True,True,39121
faf6572008e411ebbda4ac1f6bf848b6,"Which film was released more recently, Nearly A Deserter or Face À L'Océan?",Face À L'Océan,4,4,True,True,39791
29b6ef140bdd11eba7f7acde48001122,What is the place of birth of the director of film God Of War (Film)?,Hong Kong,3,2,False,False,41281
5affe63d08f311ebbdaaac1f6bf848b6,"Which film was released earlier, Man'S Search For Happiness or Tell It To The Bees?",Man'S Search For Happiness,4,4,True,True,40599
b665196708a611ebbd7fac1f6bf848b6,Who was born first out of Erick Chipeta and Praveen Agrawal?,Praveen Agrawal,4,4,True,True,39145
0dc9691b087911ebbd67ac1f6bf848b6,"Which film has the director born later, Arrête Ton Cinéma or Agni (2004 Film)?",Arrête Ton Cinéma,6,5,False,True,37188
655027de0bb011ebab90acde48001122,Who is the paternal grandfather of Hamad Bin Isa Al Khalifa?,Salman bin Hamad Al Khalifa,3,3,True,True,37378
0c403ca20bdc11eba7f7acde48001122,"Where was the place of burial of Maria Of Austria, Duchess Of Jülich-Cleves-Berg's husband?",Düsseldorf,3,3,True,True,41404
fdc90af60bda11eba7f7acde48001122,Where did the composer of song Aren'T You Kind Of Glad We Did? die?,Hollywood,3,3,True,True,39383
cc1013260bdd11eba7f7acde48001122,Which country Aristarete's father is from?,Athens,3,3,True,True,38625
b890f2420bd911eba7f7acde48001122,"Where was the place of death of the director of film Goodbye, Franziska (1941 Film)?",Castellina in Chianti,3,3,True,True,40561
dc68effd08d811ebbd9cac1f6bf848b6,Who was born first out of Marco De Luigi and Fabio Maistro?,Marco De Luigi,4,4,True,True,36822
8bb8b730085211ebbd58ac1f6bf848b6,"Which film has the director who was born earlier, Holiday In Tyrol or Las Aventuras De Pito Pérez?",Las Aventuras De Pito Pérez,7,6,False,True,39224
fcdafe320bdb11eba7f7acde48001122,Where was the director of film The Circus Cyclone born?,"Oklahoma City, Oklahoma",3,3,True,True,38927
322dc9a2087b11ebbd67ac1f6bf848b6,"Which film came out first, Girl From Hong Kong or Forces Occultes?",Forces Occultes,4,4,True,True,42301
a96fec4c0bdd11eba7f7acde48001122,Where was the husband of Edadil Kadın born?,Constantinople,3,3,True,True,35646
940af910087111ebbd63ac1f6bf848b6,"Which film whose director is younger, Chased By The Dogs or The Demise Of Herman Durer?",The Demise Of Herman Durer,6,5,False,True,38151
d88af85e085a11ebbd5cac1f6bf848b6,"Which film has the director who died first, Everybody'S Hobby or One Sunday Afternoon (1948 Film)?",Everybody'S Hobby,6,5,False,True,42691
5037e45b08cb11ebbd92ac1f6bf848b6,"Which film has the director born earlier, The Spooky Bunch or His Name Is Nobody?",His Name Is Nobody,6,4,False,True,40831
5a34b04e0bd911eba7f7acde48001122,What nationality is Matilda Of Frisia's husband?,France,3,3,True,True,39852
1e4d9f2008ff11ebbdadac1f6bf848b6,"Which film was released earlier, Donne Con Le Gonne or Hot Saturday?",Hot Saturday,4,4,True,True,38168
cf918c0c0bdb11eba7f7acde48001122,What is the place of birth of the performer of song Dip (Song)?,Port of Spain,3,3,True,True,42725
89cb4a26089511ebbd75ac1f6bf848b6,"Which film has the director who was born earlier, The Red Eagle or Vishukkani?",Vishukkani,6,6,True,True,39937
9f2a95bd08b211ebbd85ac1f6bf848b6,"Which film has the director died first, Ask A Policeman or The Half-Naked Truth?",Ask A Policeman,6,4,False,True,40728
3ed2ba7a0bda11eba7f7acde48001122,Who is the father of the director of film Power Of Women (Film)?,Jayavarman I,3,2,False,False,39605
66cc23c40bdd11eba7f7acde48001122,What is the place of birth of the director of film 976-Evil Ii?,New York,3,3,True,True,37667
f85a2ee0085d11ebbd5cac1f6bf848b6,Are both directors of films Spione and Five Million Look For An Heir from the same country?,yes,7,7,True,False,38427
6faf10f40bde11eba7f7acde48001122,What nationality is Ameena Begum's husband?,Indian,3,3,True,True,38890
86947bc20bdb11eba7f7acde48001122,Where did the composer of song The Queen Of Spades (Prokofiev) graduate from?,Saint Petersburg Conservatory,3,3,True,True,41408
85dd56440baf11ebab90acde48001122,Who is Albert G. Simms's father-in-law?,Mark Hanna,3,2,False,False,40251
efaaa1bc0bdc11eba7f7acde48001122,What is the place of birth of the director of film Forgotten Light?,Mladá Boleslav,3,3,True,True,39545
cbb5ca82095411ebbdaeac1f6bf848b6,Are Bmw M and Mine Safety Appliances both located in the same country?,no,4,4,True,True,42513
0f26cc3508a711ebbd7fac1f6bf848b6,"Are the movies The Brand New Testament and The Boss Of Rustler'S Roost, from the same country?",no,6,6,True,True,40917
676bf7000bb011ebab90acde48001122,"Who is Eustace Iii, Count Of Boulogne's uncle?","Godfrey IV, Duke of Lower Lorraine",3,3,True,True,39101
a9277caa0bdd11eba7f7acde48001122,What nationality is Lord Frederick Cavendish-Bentinck's father?,Great Britain,3,3,True,True,39963
2e294eec0bde11eba7f7acde48001122,"What is the date of death of Ferdinand, Prince Of Solms-Braunfels's father?",24 February 1761,3,2,False,True,37403
497c1bdb094911ebbdaeac1f6bf848b6,"Which album came out first, Sol Niger Within or The Magic Place?",Sol Niger Within,4,4,True,True,40930
3617c14e0bdc11eba7f7acde48001122,What is the date of birth of Mohammed Bin Nawwaf Bin Abdulaziz's father?,16 August 1932,3,3,True,True,36941
96e154420bda11eba7f7acde48001122,What is the place of birth of the performer of song Did It On'Em?,Port of Spain,3,3,True,True,41503
6b6a5a7f092e11ebbdaeac1f6bf848b6,"Which film came out earlier, La Marca De Satanás or Sofia'S Last Ambulance?",La Marca De Satanás,4,4,True,True,39698
ec9f313c08c211ebbd8cac1f6bf848b6,"Which film was released earlier, The Pistol: The Birth Of A Legend or Unborn In The Usa?",The Pistol: The Birth Of A Legend,4,4,True,True,40506
b4e53bdc08c111ebbd8bac1f6bf848b6,"Which film has the director born earlier, Did A Good Man Die? or The Last Of The Knucklemen?",Did A Good Man Die?,6,5,False,True,39678
bb97d66208ba11ebbd88ac1f6bf848b6,"Which film has the director who died later, 45 Calibre Echo or Bons Baisers De Hong Kong?",Bons Baisers De Hong Kong,6,4,False,True,38010
81c09831088c11ebbd6fac1f6bf848b6,Were Jimmy Santiago Baca and Duane Armstrong from the same country?,yes,3,3,True,False,39229
49b22d0a0bde11eba7f7acde48001122,Where did the composer of film The Straw Hat die?,Siversky,3,3,True,True,42252
81e0d683087c11ebbd6aac1f6bf848b6,"Which film has the director who was born earlier, César And Rosalie or Beatrice (1987 Film)?",César And Rosalie,6,5,False,True,37616
c531e7560baf11ebab90acde48001122,Who is Marie Zéphyrine Of France's paternal grandmother?,Marie Leszczyńska,3,3,True,True,38932
20ad267b087411ebbd67ac1f6bf848b6,"Are the bands M3 (Band) and Cam-Pact, from the same country?",no,4,4,True,True,43111
4b2a2efd08d811ebbd9aac1f6bf848b6,"Who lived longer, Clarence Moore (Businessman) or Wilhelmine Schröder-Devrient?",Wilhelmine Schröder-Devrient,6,6,True,True,41968
a85c9b480bdd11eba7f7acde48001122,Where did Sigrid Sture's father die?,Uppsala,3,3,True,True,37039
b8f13b3709b111ebbdb0ac1f6bf848b6,"Which song was released earlier, Wherever I Lay My Hat (That'S My Home) or Don'T Ya?",Wherever I Lay My Hat (That'S My Home),4,4,True,True,41210
dd7bd1a6085c11ebbd5cac1f6bf848b6,Are the directors of both films Pretty Foe and Goin' Coconuts from the same country?,no,6,3,False,True,38793
ecf5d7b60bdc11eba7f7acde48001122,What is the place of birth of the director of film Vent D'Est?,Liévin,3,2,False,False,38151
b642318c0bdd11eba7f7acde48001122,Where was the place of death of Abdul-Aziz Bin Muhammad's father?,Diriyah,3,2,False,False,37913
3b5e453a096611ebbdafac1f6bf848b6,Are Chorion (Company) and Elswick Ordnance Company located in the same country?,yes,3,3,True,False,41566
f06252fc0bdd11eba7f7acde48001122,Which award the performer of song You Changed Me won?,Best Actor,3,3,True,True,39837
a9c3d8b7085411ebbd59ac1f6bf848b6,"Who was born later, Shawn Lewfatt or Ken Karpoff?",Shawn Lewfatt,4,4,True,True,36547
ace717d0088411ebbd6dac1f6bf848b6,"Which film has the director who is older than the other, Colierul De Turcoaze or Leo And Loree? ",Leo And Loree,6,4,False,True,39603
583a6e45085c11ebbd5cac1f6bf848b6,Are both directors of films The Pit And The Pendulum (1913 Film) and How Sweet It Is! from the same country?,no,7,5,False,True,40596
e5c738900bdc11eba7f7acde48001122,Where did the director of film Mary Jane'S Pa die?,New York,3,3,True,True,40098
385c3978086f11ebbd62ac1f6bf848b6,"Which film has the producer who is older, Aatma Gowravam or Vitti Dandu?",Aatma Gowravam,6,4,False,True,36928
d6898f78089511ebbd75ac1f6bf848b6,Are Vasilyevsky Island and Preobrazheniya Island located in the same country?,yes,3,3,True,False,39497
ca0b4c4108e411ebbda4ac1f6bf848b6,"Who was born later, Guiomar Novaes or Abdul Nasser Al-Sayegh?",Abdul Nasser Al-Sayegh,4,4,True,True,38163
2dd3bff80bda11eba7f7acde48001122,"When was Godfrey I, Count Of Verdun's mother born?",910,3,3,True,True,38193
965e667e0bdd11eba7f7acde48001122,"When is Napier Sturt, 3Rd Baron Alington's father's birthday?",20 August 1859,4,4,True,True,37999
ab622778089911ebbd77ac1f6bf848b6,"Which film has the director who is older than the other, Mektoub or Sail A Crooked Ship? ",Sail A Crooked Ship,6,4,False,True,38410
32493228084911ebbd55ac1f6bf848b6,"Do both films, Afrika (Film) and Man From The Deep River, have the directors who are from the same country?",yes,5,5,True,False,37788
44268f9c0bda11eba7f7acde48001122,What is the place of birth of the director of film Rufus Jones For President?,"New Brunswick, New Jersey",3,3,True,True,41651
534fbfd00bd911eba7f7acde48001122,When did Margaret Kenyatta (Mayor)'s mother die?,2007,3,3,True,True,38200
0f06923008d311ebbd96ac1f6bf848b6,"Which film whose director was born first, Bhaji On The Beach or Bugsy?",Bugsy,6,6,True,True,38750
ab238f6a0bda11eba7f7acde48001122,What is the place of birth of the director of film Thiruvannamalai (Film)?,Nattarasankottai,3,3,True,True,37558
e56744640bda11eba7f7acde48001122,Where did the director of film Yang ± Yin: Gender In Chinese Cinema study?,Hong Kong Baptist College,3,3,True,True,39880
890017540bdb11eba7f7acde48001122,Who is the spouse of the director of film Days And Hours?,Jasna Žalica,3,2,False,False,37787
2bd4454c0bda11eba7f7acde48001122,Where did the composer of film Before Sunset study?,Tisch,3,2,False,False,40856
d501f7c40bdd11eba7f7acde48001122,What is the date of death of Mary Of Lancaster's mother?,1322,3,3,True,True,38017
6ee6201a0bdc11eba7f7acde48001122,"Where was the place of death of Humphrey Stafford, Earl Of Stafford's father?",Northampton,3,3,True,True,38915
9711615e08cf11ebbd95ac1f6bf848b6,"Which film has the director who is older than the other, Taming Of The Fire or The Lady Takes A Flyer? ",The Lady Takes A Flyer,7,5,False,True,39115
462bb642099211ebbdb0ac1f6bf848b6,Are Marufabad and Nasamkhrali both located in the same country?,no,4,4,True,True,37925
befd7f2008bf11ebbd8aac1f6bf848b6,"Who is younger, Amir Temraz or Sophie Ingle?",Sophie Ingle,4,4,True,True,37147
fa5c70d4092711ebbdaeac1f6bf848b6,"Which album was released earlier, Freedom For The Stallion or In The Maybe World?",Freedom For The Stallion,4,4,True,True,39641
90306af40bdd11eba7f7acde48001122,"Where was the place of burial of Medan, Son Of Abraham's father?",Cave of the Patriarchs,3,3,True,True,36099
ed2119b608ae11ebbd83ac1f6bf848b6,"Who is older, Ryan Tubridy or Mauro Massironi?",Ryan Tubridy,4,4,True,True,39268
