id,question,gold,n_entities,n_entities_present,all_entities_present,substring_covered,context_chars
2hop__401710_456439,Who is the spouse of the producer of Dolores Claiborne?,Helen Mirren,2,2,True,True,41295
3hop1__131820_59747_43101,The Real Housewives series from the largest city of the state where WEKL transmits started when?,"October 7, 2008",3,3,True,True,46158
2hop__24648_192417,What is the league of the Carolina Panthers an example of?,sports league,2,2,True,True,48278
4hop1__846600_153080_33897_81096,Who won the Indy car race in the largest populated city in the state where the performer of A Modern Jazz Symposium of Music and Poetry is from?,Mario Andretti,4,4,True,True,42711
3hop1__462125_538202_84283,Who is the owner of the record label that the performer of Days of Our Lives is on?,Warner Music Group,3,2,False,True,42930
2hop__16581_16569,What tribe did the wife of the person who first brought postal service to Umayyad lands belong to?,Kalb,2,2,True,True,42036
2hop__827940_277334,Which child of the author of One More Time helped adapt it into a play?,Carrie Hamilton,2,2,True,True,44075
3hop1__169494_42197_18397,Where did the arguer that Dmitry Okhotsimsky's country of citizenship had become an imperialist power declare he would intervene in the Korean conflict?,the Politburo,3,3,True,True,45234
4hop1__178366_229349_66759_75165,There is a state A where Storm of the Century was filmed based on the book by the author who wrote a short story featuring the author of This Is My God. What is the population of state A?,"1,335,907",4,2,False,True,44755
2hop__20256_74481,The Freddie Mercury film's producer played who in Godfather 2?,Vito Corleone,2,2,True,True,44763
3hop1__694534_160088_73916,What is the average yearly income for a person of the same nationality as the creator of MacGruder and Loud?,"$72,641",3,3,True,True,46734
2hop__66708_573255,Who was the spouse of the person the Bible says was the first king of Israel?,Ahinoam,2,2,True,True,42865
4hop1__88342_75218_128008_46894,Who had the lowest batting average in the league where the team with the most games in the series after which the MLB MVP is awarded played?,Bill Bergen,4,3,False,True,44313
2hop__12039_11957,What geological event caused the foundations of the land beneath the city where most university graduates stay after acquiring a degree?,erosion of the Rocky Mountains,2,2,True,True,45097
4hop1__638988_17130_70784_61381,When was the region immediately north of the region where the country in which Aluf can be found is located and the Persian Gulf established?,1932,4,4,True,True,47522
2hop__35686_58556,What is the food safety system of the antibiotic approval agency known as?,Food Safety Modernization Act (FSMA),2,2,True,True,48581
3hop2__90098_156850_10557,"What was the form of the language that the last name Sylvester comes from, used in the era of Fastrada's spouse, later known as?",Medieval Latin,3,3,True,True,45529
2hop__17455_21567,Who introduced a system of musical notation used in the region the Romans aimed to re-bolster influence in after the Second Punic war in the 14th century?,John Kukuzelis,2,2,True,True,45918
2hop__53937_92673,Where is the place where Rudolph the red-nosed reindeer lives on the world map?,latitude 90 ° North,2,1,False,False,45155
2hop__31124_31093,What nationality was the notable subjective idealist?,Irish,2,2,True,True,48149
4hop1__696484_49925_13759_736921,Where is the district that the person who wanted to reform and address Bernhard Lichtenberg's religion preached a sermon on Marian devotion before his death located?,Saxony-Anhalt,4,4,True,True,43940
2hop__78401_158262,When did the person chosen to be president of the confederacy end his fight in the Mexican-American war?,1848,2,2,True,True,49786
2hop__17854_17873,What happened to Buckingham Palace after the first monarch to reside there left?,"palace was seldom used, even neglected",2,2,True,True,48426
4hop3__862_846_613770_7713,How long was the place where the Yongle Emperor greeted who the Ming court thought representatives were sent by the capitol of the city in which Guangling District is located?,about 400 years,4,4,True,True,46059
2hop__504464_708278,Who was the company preceding Metalmark Capital named after?,Harold Stanley,2,1,False,False,43501
2hop__107238_64918,Who was president when congress declared war on the country where Glumpers was filmed?,President McKinley,2,1,False,False,50257
2hop__107601_110222,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,2,1,False,False,40645
3hop1__208108_547811_80702,What is the name of the famous bridge in the city where the composer of La Silvia was born?,Rialto Bridge,3,3,True,True,40406
3hop1__390673_228453_10972,When did the headquarters city of Kentucky Tavern's manufacturer elect its first black mayor?,1970s,3,3,True,True,44398
2hop__364489_861485,Where is the location of the headquarters of the publisher of Bamboo Among the Oaks?,Minnesota History Center,2,1,False,False,42605
3hop1__140514_2053_5289,"What UK label was bought by the company which, along with ABC and the network which hosts Hero High, is the other major broadcaster based in NY?",Oriole Records.,3,2,False,False,43437
3hop1__465684_160545_60577,Where did they film The Beach in the country where Bodindecha died?,Ko Phi Phi Leh,3,3,True,True,42448
2hop__5658_25002,How long did the pact last between Kravchuk and the person who signed the decree suspending the Communist Party of the Russian SFSR?,10-year,2,2,True,True,49498
3hop1__801799_547811_80702,What is the name of the famous bridge in the place of birth of the composer of La fida ninfa?,Rialto Bridge,3,3,True,True,41732
2hop__799936_20273,What year did the author of The First Blast of the Trumpet Against the Monstruous Regiment of Women die?,1572,2,2,True,True,46934
3hop1__786067_228453_10972,When did the city that headquarters the manufacturer of McAfee's benchmark elect its first black Mayor?,1970s,3,3,True,True,43207
2hop__123148_5385,How many people work in Susan Winchester's alma mater?,"11,900",2,1,False,False,46248
3hop1__275261_443779_52195,Who is the president of the newly declared independent country that formed the Timor Leste Commission of Truth and Friendship with the country where Pantar is found?,Francisco Guterres,3,3,True,True,44490
2hop__576118_25719,At the end of which year did tribes from the area where Linear Pottery culture was found invade the Roman Empire?,406,2,2,True,True,50839
2hop__829358_754719,What administrative territorial entity does Darley Ramon Torres's place of birth located?,Minas Gerais,2,2,True,True,43319
3hop1__105837_160713_77246,what is meaning of the word that is a majority religion of the area that became India when the country origin of Mizraab was created in Arabic dictionary?,the country of India,3,3,True,True,46641
2hop__280451_84616,What did the spouse of Andrea Dotti win a Tony for?,for Best Performance by a Leading Actress in a Play in Ondine,2,2,True,True,42039
2hop__487706_40502,What was the population of the republic that participated in The Battle of the Kentish Knock before this emigration?,2 million,2,1,False,False,43033
2hop__9285_42311,What's the largest med school in what was the nobilities commonwealth?,Medical University of Warsaw,2,2,True,True,47064
2hop__347652_47134,What is the mascot of the institution that owns Memorial Union?,Benny Beaver,2,2,True,True,44210
2hop__68322_510545,Who is the spouse of the actor that plays Jarvis in the Avengers Age of Ultron?,Jennifer Connelly,2,1,False,False,40071
3hop1__604991_339990_15538,When did the state that Frozen Run is located in reinstate the death penalty?,1984,3,3,True,True,50192
2hop__157376_643670,Of which watercourse is the river the Willemsbrug crosses over the mouth?,Het Scheur,2,2,True,True,42402
2hop__455158_247871,What county is the NRHEG High School located in?,Waseca County,2,2,True,True,43239
2hop__494659_5385,How many people work at the school that holds the Julian P. Kanter Political Commercial Archive?,"11,900",2,1,False,False,50037
2hop__813461_31270,How many miles are there between Nashville and the place in Tennessee where Mark Day was born?,45,2,2,True,True,46546
3hop1__106239_650651_7262,Who was a prominent figure at the radio division of the broadcast company that created the version of The Biggest Loser set in the country where Kelupis originated?,Walter Sabo,3,2,False,True,40832
2hop__10515_21567,Who introduced a system of musical notation in the 14th century that is used in the area where most of the invasion of the eastern Roman Empire took place?,John Kukuzelis,2,2,True,True,49980
2hop__673655_316668,What instrument is played by the person from The Blackout All-Stars?,conga,2,2,True,True,43775
3hop2__230_89048_66294,Who played the singer of is She Really Going Out With Him in the movie based on the artist whose concert was the first Beyonce attended?,Lawrence Hilton - Jacobs,3,1,False,False,42452
4hop1__271272_508773_85832_745702,What is the name of the child of the Italian navigator who sailed for England and explored the east coast of the continent Francisco Vázquez' birthplace is located?,Sebastian Cabot,4,3,False,True,44011
3hop1__353661_629431_64412,When did the city where the author of Sacerdotii Nostri Primordia died become its own country?,11 February 1929,3,3,True,True,43481
3hop2__132957_379231_40768,"When did Nissan, the Acura Legend maker and the Scion xD manufacturer open US assembly plants?",1981,3,3,True,True,47447
4hop1__343844_17130_70784_61381,When was the country established that lies immediately north of the Persian Gulf and the region where the country containing Urim is located?,1932,4,4,True,True,47172
2hop__603598_25719,At the end of what year did the tribes from the place where the Rossen culture is located invade the Roman Empire?,406,2,2,True,True,46053
2hop__66149_85990,Who were the leaders of the opposition party that was created as a result of the kansas-nebraska act?,"anti-slavery activists, modernizers, ex Whigs and ex Free Soilers",2,2,True,True,45042
3hop1__140345_2053_52946,"When is Celebrity Big Brother coming to the network which, along with ABC and the network which aired Law of the Plainsman, is the other major broadcaster based in NY?","February 7, 2018",3,3,True,True,47181
2hop__474885_22402,How many students attend the school that granted Francis Travis a Ph.D.?,"nearly 25,000",2,1,False,True,44225
4hop3__316459_41402_145282_13584,"Besides areas of the country that gained control of Florida after the conflict Charles Edmund Nugent participated in, what other differences are there between Paco Godia's birthplace and Real Madrid?",two cities,4,3,False,True,40515
3hop1__104762_24918_24991,What went down after the Soviet president visiting the country of citizenship of Yasyn Khamid while the protests were taking place departed from the Kremlin?,Soviet flag,3,3,True,True,48218
3hop1__857_846_7702,What is the meaning of the name of the city where the Yongle emperor greeted the person to whom the edict was addressed?,"""Southern Capital""",3,2,False,True,46654
4hop1__39871_314549_131976_56103,"When do hurricanes occur in the ocean that borders the state where Williamsburg, Main Street Station and another share a track?",usually in the summer or fall,4,4,True,True,49379
2hop__646573_83769,"Who did the creator of Push, Nevada play in Dazed and Confused?",Fred O'Bannion,2,2,True,True,43753
4hop1__813171_153080_33897_81096,Who won the indy car race in the largest populated city in the state that the performer of Changes Two is from?,Mario Andretti,4,3,False,True,44429
3hop1__838590_831637_91775,What does seal stand for in the U.S. military branch that operates a list of destroyer classes and the USS Stag?,"Sea, Air, and Land",3,3,True,True,47760
4hop1__860115_798482_131926_90707,Where does the body of water by the city that shares a border with Elizabeth Berg's birthplace and Ohio River meet?,"at the city of Cairo, Illinois",4,4,True,True,45855
4hop3__316459_41402_146281_13584,"A country gained control of Florida after the war in which Charles Edmund Nugent saw action. Besides their locations in that country, what other differences are there between Real Madrid and the football team from the city where Aleran died?",two cities,4,4,True,True,43042
2hop__819974_129669,In which state is Póvoa de Santa Iria's municipality located?,Lisbon District,2,1,False,True,40406
2hop__689472_52835,Who wrote the song turn me on that is performed by performer of Feelin' the Same Way?,John D. Loudermilk,2,2,True,True,43725
4hop1__342858_131850_33952_33939,What was the population in 1900 of the second largest city in the US state having the Library District of the county containing Yuma?,"7,531",4,4,True,True,43440
4hop1__88342_49853_128008_86588,What's the longest homer in the history of the league where the team with the most titles from the event after which they give out the MLB MVP award plays?,582 feet (177 m),4,3,False,True,46326
3hop2__569322_467331_162182,In what region of the country of S-Fone is the location of the administrative territorial entity of Zone 5 Military Museum located?,South Central Coast,3,3,True,True,44125
4hop2__71753_648517_70784_61381,When was the region that lies to the north of the region Israel is located and where the Battle of Qurah and Umm al Maradim is took place established?,1932,4,4,True,True,48092
3hop2__831456_223623_162182,In what region of the country where Sa Thay is located is John Phan's birthplace?,South Central Coast,3,3,True,True,42586
2hop__511176_22458,What does the acronym of the organization Danish Football Union is part of stand for?,International Federation of Association Football,2,2,True,True,44467
2hop__358582_189042,What is the record label of the Thrill of a Lifetime performer?,New Renaissance Records,2,2,True,True,41306
2hop__35418_22458,What does the acronym of the organization that said there is no historical connection to association football with any other game outside of Europe stand for?,International Federation of Association Football,2,2,True,True,49629
3hop2__781093_223623_162182,In what region of the country where Lam Thao is located is John Phan's birthplace?,South Central Coast,3,2,False,False,37918
2hop__557743_92763,What is the enrollment at Henry Latimer's alma mater?,"16,801",2,2,True,True,46154
2hop__81379_84616,For what did the singer of the original version of Moon River win a Tony award?,for Best Performance by a Leading Actress in a Play in Ondine,2,2,True,True,44678
3hop1__409517_547811_80702,What is the name of the famous bridge in the birth city of the composer of Scanderbeg?,Rialto Bridge,3,3,True,True,40300
2hop__85463_54688,What type of government did North Korea have during the conflict when UN troops approached the Yalu River?,a communist government,2,2,True,True,43824
4hop1__39871_314549_131976_44892,"A line with Williamsburg, Main Street and another station are in a state that's next to an ocean. When did that ocean start to open up?",around 140 million years ago,4,3,False,False,47488
2hop__536283_67465,When did the performer of Watching Movies release Best Day Ever?,"March 11, 2011",2,2,True,True,41979
2hop__776637_87295,Who does the cast member from Julie play in Princess Diaries?,Queen dowager Clarisse Renaldi,2,2,True,True,44801
3hop2__222979_380281_40768,"When did the team that John Surtees is a member of, the owner of Scion, and Nissan open US assembly plants?",1981,3,3,True,True,45253
3hop1__17192_78396_54865,"When were the American colonies lost by the country that owned the region that secured southern Lebanon in 1978, before it achieved country status?",1776,3,3,True,True,49344
3hop1__475351_160713_77246,"In the Arabic dictionary, what's the meaning of the word for the majority religion in the area of British India that became India when Dourkhan's country was created?",the country of India,3,3,True,True,48951
2hop__391873_88622,Who is the head of the agency that created MYSTIC?,ADM Michael S. Rogers,2,1,False,False,44512
2hop__46376_158105,Which two features were played up by the highest paid person in the world?,ease of use and enhanced support for Plug and Play,2,1,False,False,43172
4hop2__797545_14670_8987_8974,"A country's military branch, which in the US contains the Air Defense Artillery, was unprepared for the invasion of the country whose ccTLD was "".cs"". The unprepared country was the only communist country to have an embassy where?",Alfredo Stroessner's Paraguay,4,4,True,True,48644
4hop1__129721_32392_823060_610794,What county is the city that shares a border with the state capital of the state where Zubly Cemetery is located in?,Richland County,4,1,False,False,40365
4hop1__145422_698949_157828_162309,"When did the country, that has the original language of the film named after Vladimir Karalić's birthplace as a co-official language, first attend the Olympics as an independent team?",2016,4,4,True,True,44704
3hop1__801799_547811_41132,How many times did plague occur in the birth city of the composer of La fida ninfa?,22,3,3,True,True,46326
2hop__252311_366220,Who founded the company that distributed the film UHF?,Mike Medavoy,2,2,True,True,43584
2hop__96414_159054,What was the story of the character from The Bourne Ultimatum based on?,the novel of the same name by Robert Ludlum,2,2,True,True,42719
3hop2__89854_90327_76291,When did the party that hold the majority in the House of Reps take control of the branch that approves members of the American cabinet?,January 2015,3,3,True,True,51210
4hop1__341777_508773_85832_745702,"Who was the child of the Italian navigator who sailed for England, and explored the eastern coast of the continent where the birthplace of Eduardo Cuervo is found?",Sebastian Cabot,4,4,True,True,45215
2hop__59612_50883,The London broil cut comes from a country with an emergency response guidebook with response guides in which section?,"The fourth section, with orange page borders",2,2,True,True,44995
4hop1__567737_141375_458768_33677,When was the most recent Bicycle Friendly Community Award given to the city where the company Study in Brown's record label is part of is headquartered?,2013,4,4,True,True,44844
2hop__267938_92763,What is the enrollment at Jack Clay's employer?,"16,801",2,1,False,False,44301
2hop__95687_577502,Who is the spouse of the leading actor in the film The 6th Day?,Maria Shriver,2,1,False,False,42435
3hop1__307152_400692_51423,What is the name of the castle in the city where the performer of Fall was born?,Casa Loma,3,0,False,False,43266
2hop__82713_84616,What did the actress in My Fair Lady win a Tony for?,for Best Performance by a Leading Actress in a Play in Ondine,2,2,True,True,42428
4hop1__46196_497223_15840_36014,What was Nintendo's limit on games per developer per year for the platform supporting the video game named after the sports organisation in charge of the Super Bowl halftime show?,five,4,4,True,True,48646
2hop__170914_152093,"What label is responsible for the performer of ""Friend Like That""?",Fair Trade Services,2,2,True,True,43033
4hop1__58323_375563_161848_44231,"During WW2, who was the leader of the country near the country of citizenship of the writer of The Book Thief?",Michael Joseph Savage,4,2,False,False,48326
2hop__731584_700117,In which county is the city to which KKVU is licensed to broadcast?,Berrien County,2,1,False,False,40602
3hop2__125104_90098_10557,What was where the last name sylvester comes from of who was Rotrude's father's era later known as?,Medieval Latin,3,2,False,False,41463
3hop1__31995_24918_24939,The leader visiting where Steven Spielberg's grandparents are from met with whom on November 22?,Pope John Paul II,3,1,False,False,49337
2hop__73069_88165,Who did the person considered the founder of three major monotheistic religions marry after the death of Sarah?,Keturah,2,2,True,True,49445
2hop__848156_130869,What state contains the place where Fatata te Miti is displayed?,"Washington, D.C.",2,2,True,True,38629
4hop1__163763_49925_13759_736921,Where is the district that the person who wanted to reform and address Jesus Varela's religion preached a sermon on Marian devotion before his death located?,Saxony-Anhalt,4,3,False,False,45632
4hop1__93601_46196_497223_15840,What is the abbreviated name of the exclusive platform of the video game named for the league with a halftime event just before the publishers clearing house sweepstakes drawing.,NES,4,4,True,True,42874
3hop1__103440_443779_52195,Kiwil's birth country participated in a Commission of Truth and Friendship. Who is the president of the other country that participated?,Francisco Guterres,3,3,True,True,42113
3hop1__103180_214799_259594,What is the country of the border troops of the country of the literature of the country Wilfried Grobner was in?,GDR,3,2,False,True,42697
2hop__678516_179720,Who was married to the creator of Ruby Loftus Screwing a Breech Ring?,Harold Knight,2,1,False,False,40877
3hop2__132957_133264_40768,"When did Nissan, the Acura Legend maker and the Scion Fuse manufacturer open US assembly plants?",1981,3,3,True,True,45698
2hop__587048_621800,What administrative territorial entity does Heinrich Gross's birth place located?,Senica District,2,1,False,False,44241
3hop2__87184_90327_76291,When did the majority party in the House of Representatives gain control of the body which approves members of the Cabinet?,January 2015,3,2,False,False,52125
4hop2__161602_426860_88460_63559,When was Burma's name changed to that of the country on the natural boundary between the country that hosted the tournament and the country where That Dam is from?,1235,4,4,True,True,47226
3hop2__304722_330033_63959,When was the last time Tony Richard's team beat the 1894-95 FA Cup Winner?,1 December 2010,3,3,True,True,43573
2hop__556426_9237,When did the first mosque open where Air Marshall Islands is headquartered?,September 2012,2,2,True,True,47760
2hop__471509_136043,The Nicole and Natalie album's band is named after who?,Natalie Albino,2,2,True,True,44149
2hop__517145_367341,Who is the child of the cast member of Green Ice?,Tatum O'Neal,2,2,True,True,40688
4hop2__9988_158279_70784_79935,"When was the region that lies to the north of what used to be known as the ""Near East"" and the location of the final destination of exported crops created?",1930,4,3,False,True,45048
4hop2__160585_39078_8987_8974,Hana Mandlikova was born in Country A that invaded Country B because the military branch that helped Old West's local police was unprepared. Country B was the only communist country to have an embassy where?,Alfredo Stroessner's Paraguay,4,4,True,True,43776
3hop1__847420_720378_15538,"When did the state, that contains the county where Elmo is found, reinstate the death penalty?",1984,3,3,True,True,49055
2hop__81268_85407,What was the 2018 population of the Italian city that's underwater?,"260,897",2,2,True,True,41348
2hop__10620_79092,"The volcano, named after the legendary King featured in Historia Regum Britanniae, last erupted when?",lava samples have been dated at 341 to 335 million years old,2,2,True,True,42145
4hop2__105527_39078_8987_8974,"A country's military branch, the equivalent of which in the US helped the Old West's local police, was unprepared for the invasion of the country that developed the ZH-29. The unprepared country was the only communist country to have an embassy where?",Alfredo Stroessner's Paraguay,4,4,True,True,52582
2hop__13731_801817,Where was Mary's betrothed born?,Nazareth,2,2,True,True,42849
2hop__575188_342798,Who is the child of Mahmoud Mirza's father?,Ahmad Shah Qajar,2,1,False,False,41058
2hop__817096_15463,What company merged in 2002 with the CEMM developer?,Hewlett Packard,2,2,True,True,43710
2hop__530579_13529,When was the father of Diego Sinagra signed by Barcelona?,June 1982,2,2,True,True,46071
3hop2__20335_8533_9331,"What dissolved the privileges of the empire using Pan-Slavism as a political tool, the kingdom acquiring some Thuringian territory or Habsburg Monarchy?",March Constitution of Poland,3,2,False,True,46735
4hop3__754156_88460_30152_20999,How were the people from whom new coins were a proclamation of independence by the Somali Muslim Ajuran Empire expelled from the country between Thailand and A Lim's country?,The dynasty regrouped and defeated the Portuguese,4,4,True,True,49326
2hop__61714_42553,"In The Office, Pam get's together with her husband in which episode?","the season finale, ``The Job, ''",2,2,True,True,49278
3hop1__742464_15840_36014,What was Nintendo's limit on games per developer per year on the platform of Robodemons?,five,3,3,True,True,47316
4hop1__711773_508773_85832_745702,Who's the son of the Italian navigator who explored the eastern coast of the continent Manuel Balbi was born in?,Sebastian Cabot,4,4,True,True,44264
3hop1__358853_339990_15538,"When did the state, that contains the county where Raven Creek is located, reinstate the death penalty?",1984,3,3,True,True,47261
2hop__135963_486257,The scientist that the GHZ experiment is named for is in what field of work?,physic,2,2,True,True,49528
2hop__78766_461854,Who is the spouse of the actor who played Scarlet in Gone with the wind?,Laurence Olivier,2,1,False,False,44195
2hop__263728_705527,Who is the father of the father of Anwer Ali?,Ahmad Shah Bahadur,2,1,False,False,45816
3hop2__92991_28727_76291,When did the political party Alaska generally supports take control of the determiner of rules of the US House and US Senate?,January 2015,3,2,False,False,48781
3hop1__285585_538202_84283,Who is the owner of the record label of the performer of Groovy Little Summer Song?,Warner Music Group,3,3,True,True,40762
3hop1__617062_127905_46894,Who has the lowest batting average in the league that Jim Wilson's team plays for?,Bill Bergen,3,3,True,True,40894
2hop__159816_37168,According to QS World University Rankings where does the university where Hawass graduated rank?,551-600,2,2,True,True,46892
2hop__166824_185403,What league does the team that plays in Stadio Ciro Vigorito play for?,Lega Pro Prima Divisione,2,2,True,True,41866
2hop__235471_565925,What record label did the performer of The Place and the Time belong to?,Columbia Records,2,2,True,True,41998
2hop__156700_73244,Where is the origin of the river that Kraai River is a tributary of?,Thaba Putsoa,2,2,True,True,40380
4hop1__88342_49853_128008_89859,When does the regular season of the league where the team with the most titles from the series after which the MLB MVP award is given out plays?,"March 29, 2018",4,4,True,True,47706
2hop__170823_120171,What year did the publisher of Labyrinth end?,1986,2,2,True,True,43567
2hop__475070_532404,Where was the spouse of Frances Tupper born?,Amherst,2,2,True,True,40336
4hop1__89530_624859_355213_203322,"What county shares a border with the other county, that contains the city, where the singer of Hungry Eyes in the movie Dirty Dancing, was born?",Cabarrus County,4,1,False,False,46570
2hop__744055_408817,Who is the lead singer of the band performing Bang Bang Rock & Roll?,Eddie Argos,2,1,False,False,41397
2hop__92590_43786,Where is the newspaper that originated the term Baby Boomer based?,"Washington, D.C.",2,2,True,True,43297
3hop1__210639_147339_51423,What is the name of the castle in the city where the creator of Scene in the Northwest: Portrait of John Henry Lefroy died?,Casa Loma,3,3,True,True,42964
4hop1__15607_59747_211319_557671,Which county shares a border with the county where the most populous city in the state where armed robbery is a capital crime is located?,Presque Isle County,4,1,False,False,44690
3hop2__802066_223623_162182,"In what region of the country where Châu Đức is found, is the birthplace of John Phan?",South Central Coast,3,3,True,True,42530
2hop__130404_59180,What date saw the writing of the song where the devil went down to the state where WDXQ is located?,"May 21, 1979",2,2,True,True,44002
2hop__684287_78303,what was the name of the producer of Forest Warrior walker texas ranger?,Cordell Walker,2,2,True,True,42081
3hop1__131820_59747_48534,"Who is Grant Park, in the largest city by population in the state where WEKL is found, named after?","Lemuel P. Grant, a successful engineer and businessman",3,3,True,True,42115
3hop1__751782_2053_5289,"What UK label was bought by the broadcast company that, along with ABC and the original network of Undercovers, is one of the major broadcasters based in New York?",Oriole Records.,3,2,False,False,45193
2hop__223823_29905,How many mandatory transmitters of the Canadian Broadcasting Centre's owner were updated before the deadline?,only about half,2,2,True,True,45309
3hop1__140786_2053_52946,"When is Celebrity Big Brother coming to the broadcast company that, along with the network of Just Men!?, and ABC, is one of the major broadcasters based in New York?","February 7, 2018",3,3,True,True,48073
2hop__9238_9237,When did the first mosque in the place where Marshall Islands International Airport is located open?,September 2012,2,2,True,True,48507
3hop1__848113_15840_36002,What were the Genesis's advantages over the system which had a three letter abbreviation and was also the platform for Star Voyager?,built on 16-bit architectures and offered improved graphics and sound,3,3,True,True,48075
3hop1__158848_66089_86107,Which city of the sea linked to another sea that Theodoric was trying to gain access to by attacking Narbo Martius was the main port of Axum?,Adulis,3,3,True,True,44583
